filename	video_id	emotion	emotion_id	intensity_level	mode
A220_disa_v_1	A220	disappointment	37	1	v
A220_disa_v_2	A220	disappointment	37	2	v
A220_disa_v_3	A220	disappointment	37	3	v
A220_disa_v_4	A220	disappointment	37	4	v
A220_dou_p_1	A220	doubt	3	1	p
A220_dou_p_2	A220	doubt	3	2	p
A220_dou_p_3	A220	doubt	3	3	p
A220_dou_p_4	A220	doubt	3	4	p
A220_dou_v_1	A220	doubt	3	1	v
A220_dou_v_2	A220	doubt	3	2	v
A220_dou_v_3	A220	doubt	3	3	v
A220_dou_v_4	A220	doubt	3	4	v
A220_gra_p_1	A220	gratitude	7	1	p
A220_gra_p_2	A220	gratitude	7	2	p
A220_gra_p_3	A220	gratitude	7	3	p
A220_gra_p_4	A220	gratitude	7	4	p
A220_gra_v_1	A220	gratitude	7	1	v
A220_gra_v_2	A220	gratitude	7	2	v
A220_gra_v_3	A220	gratitude	7	3	v
A220_gra_v_4	A220	gratitude	7	4	v
A220_int_p_1	A220	interest_curiosity	29	1	p
A220_int_p_2	A220	interest_curiosity	29	2	p
A220_int_p_3	A220	interest_curiosity	29	3	p
A220_int_p_4	A220	interest_curiosity	29	4	p
A220_int_v_1	A220	interest_curiosity	29	1	v
A220_int_v_2	A220	interest_curiosity	29	2	v
A220_int_v_3	A220	interest_curiosity	29	3	v
A220_int_v_4	A220	interest_curiosity	29	4	v
A221_bor_p_1	A221	boredom	26	1	p
A221_bor_p_2	A221	boredom	26	2	p
A221_bor_p_3	A221	boredom	26	3	p
A221_bor_p_4	A221	boredom	26	4	p
A221_bor_v_1	A221	boredom	26	1	v
A221_bor_v_2	A221	boredom	26	2	v
A221_bor_v_3	A221	boredom	26	3	v
A221_bor_v_4	A221	boredom	26	4	v
A221_conc_p_1	A221	concentration	27	1	p
A221_conc_p_2	A221	concentration	27	2	p
A221_conc_p_3	A221	concentration	27	3	p
A221_conc_p_4	A221	concentration	27	4	p
A221_conc_v_1	A221	concentration	27	1	v
A221_conc_v_2	A221	concentration	27	2	v
A221_conc_v_3	A221	concentration	27	3	v
A221_conc_v_4	A221	concentration	27	4	v
A221_conf_p_1	A221	confusion	1	1	p
A221_conf_p_2	A221	confusion	1	2	p
A221_conf_p_3	A221	confusion	1	3	p
A221_conf_p_4	A221	confusion	1	4	p
A221_conf_v_1	A221	confusion	1	1	v
A221_conf_v_2	A221	confusion	1	2	v
A221_conf_v_3	A221	confusion	1	3	v
A221_conf_v_4	A221	confusion	1	4	v
A221_det_p_1	A221	determination	2	1	p
A221_det_p_2	A221	determination	2	2	p
A221_det_p_3	A221	determination	2	3	p
A221_det_p_4	A221	determination	2	4	p
A221_det_v_1	A221	determination	2	1	v
A221_det_v_2	A221	determination	2	2	v
A221_det_v_3	A221	determination	2	3	v
A221_det_v_4	A221	determination	2	4	v
A221_disa_p_1	A221	disappointment	37	1	p
A221_disa_p_2	A221	disappointment	37	2	p
A221_disa_p_3	A221	disappointment	37	3	p
A221_disa_p_4	A221	disappointment	37	4	p
A221_disa_v_1	A221	disappointment	37	1	v
A221_disa_v_2	A221	disappointment	37	2	v
A221_disa_v_3	A221	disappointment	37	3	v
A221_disa_v_4	A221	disappointment	37	4	v
A221_dou_p_1	A221	doubt	3	1	p
A221_dou_p_2	A221	doubt	3	2	p
A221_dou_p_3	A221	doubt	3	3	p
A221_dou_p_4	A221	doubt	3	4	p
A221_dou_v_1	A221	doubt	3	1	v
A221_dou_v_2	A221	doubt	3	2	v
A221_dou_v_3	A221	doubt	3	3	v
A221_dou_v_4	A221	doubt	3	4	v
A221_gra_p_1	A221	gratitude	7	1	p
A221_gra_p_2	A221	gratitude	7	2	p
A221_gra_p_3	A221	gratitude	7	3	p
A221_gra_p_4	A221	gratitude	7	4	p
A221_gra_v_1	A221	gratitude	7	1	v
A221_gra_v_3	A221	gratitude	7	3	v
A221_gra_v_4	A221	gratitude	7	4	v
A221_int_p_1	A221	interest_curiosity	29	1	p
A221_int_p_2	A221	interest_curiosity	29	2	p
A221_int_p_3	A221	interest_curiosity	29	3	p
A221_int_p_4	A221	interest_curiosity	29	4	p
A221_int_v_1	A221	interest_curiosity	29	1	v
A221_int_v_2	A221	interest_curiosity	29	2	v
A221_int_v_3	A221	interest_curiosity	29	3	v
A221_int_v_4	A221	interest_curiosity	29	4	v
A222_bor_p_1	A222	boredom	26	1	p
A222_bor_p_2	A222	boredom	26	2	p
A222_bor_p_3	A222	boredom	26	3	p
A222_bor_p_4	A222	boredom	26	4	p
A222_bor_v_1	A222	boredom	26	1	v
A222_bor_v_2	A222	boredom	26	2	v
A222_bor_v_3	A222	boredom	26	3	v
A222_bor_v_4	A222	boredom	26	4	v
A222_conc_p_1	A222	concentration	27	1	p
A222_conc_p_2	A222	concentration	27	2	p
A222_conc_p_3	A222	concentration	27	3	p
A222_conc_p_4	A222	concentration	27	4	p
A222_conc_v_1	A222	concentration	27	1	v
A222_conc_v_2	A222	concentration	27	2	v
A222_conc_v_3	A222	concentration	27	3	v
A222_conc_v_4	A222	concentration	27	4	v
A222_conf_p_1	A222	confusion	1	1	p
A222_conf_p_2	A222	confusion	1	2	p
A222_conf_p_3	A222	confusion	1	3	p
A222_conf_p_4	A222	confusion	1	4	p
A222_conf_v_1	A222	confusion	1	1	v
A222_conf_v_2	A222	confusion	1	2	v
A222_conf_v_3	A222	confusion	1	3	v
A222_conf_v_4	A222	confusion	1	4	v
A222_det_p_1	A222	determination	2	1	p
A222_det_p_2	A222	determination	2	2	p
A222_det_p_3	A222	determination	2	3	p
A222_det_p_4	A222	determination	2	4	p
A222_det_v_1	A222	determination	2	1	v
A222_det_v_2	A222	determination	2	2	v
A222_det_v_3	A222	determination	2	3	v
A222_det_v_4	A222	determination	2	4	v
A222_disa_p_1	A222	disappointment	37	1	p
A222_disa_p_2	A222	disappointment	37	2	p
A222_disa_p_3	A222	disappointment	37	3	p
A222_disa_p_4	A222	disappointment	37	4	p
A222_disa_v_1	A222	disappointment	37	1	v
A222_disa_v_2	A222	disappointment	37	2	v
A222_disa_v_3	A222	disappointment	37	3	v
A222_disa_v_4	A222	disappointment	37	4	v
A222_dou_p_1	A222	doubt	3	1	p
A222_dou_p_2	A222	doubt	3	2	p
A222_dou_p_3	A222	doubt	3	3	p
A222_dou_p_4	A222	doubt	3	4	p
A222_dou_v_1	A222	doubt	3	1	v
A222_dou_v_2	A222	doubt	3	2	v
A222_dou_v_3	A222	doubt	3	3	v
A222_dou_v_4	A222	doubt	3	4	v
A222_gra_p_1	A222	gratitude	7	1	p
A222_gra_p_2	A222	gratitude	7	2	p
A222_gra_p_3	A222	gratitude	7	3	p
A222_gra_p_4	A222	gratitude	7	4	p
A222_gra_v_1	A222	gratitude	7	1	v
A222_gra_v_2	A222	gratitude	7	2	v
A222_gra_v_3	A222	gratitude	7	3	v
A222_gra_v_4_e	A222	gratitude	7	4	v
A222_int_p_1	A222	interest_curiosity	29	1	p
A222_int_p_2	A222	interest_curiosity	29	2	p
A222_int_p_3	A222	interest_curiosity	29	3	p
A222_int_p_4	A222	interest_curiosity	29	4	p
A222_int_v_1	A222	interest_curiosity	29	1	v
A222_int_v_2	A222	interest_curiosity	29	2	v
A222_int_v_3	A222	interest_curiosity	29	3	v
A222_int_v_4	A222	interest_curiosity	29	4	v
A223_bor_p_1_e	A223	boredom	26	1	p
A223_bor_p_2_e	A223	boredom	26	2	p
A223_bor_p_3_e	A223	boredom	26	3	p
A223_bor_p_4_e	A223	boredom	26	4	p
A223_bor_v_1	A223	boredom	26	1	v
A223_bor_v_2	A223	boredom	26	2	v
A223_bor_v_3	A223	boredom	26	3	v
A223_bor_v_4	A223	boredom	26	4	v
A223_conc_p_1	A223	concentration	27	1	p
A223_conc_p_2	A223	concentration	27	2	p
A223_conc_p_3	A223	concentration	27	3	p
A223_conc_p_4	A223	concentration	27	4	p
A223_conc_v_1	A223	concentration	27	1	v
A223_conc_v_2	A223	concentration	27	2	v
A223_conc_v_3	A223	concentration	27	3	v
A223_conc_v_4	A223	concentration	27	4	v
A223_conf_p_1	A223	confusion	1	1	p
A223_conf_p_2	A223	confusion	1	2	p
A223_conf_p_3	A223	confusion	1	3	p
A223_conf_p_4	A223	confusion	1	4	p
A223_conf_v_1	A223	confusion	1	1	v
A223_conf_v_2	A223	confusion	1	2	v
A223_conf_v_3	A223	confusion	1	3	v
A223_conf_v_4	A223	confusion	1	4	v
A223_det_p_1	A223	determination	2	1	p
A223_det_p_2	A223	determination	2	2	p
A223_det_p_3	A223	determination	2	3	p
A223_det_p_4	A223	determination	2	4	p
A223_det_v_1	A223	determination	2	1	v
A223_det_v_2	A223	determination	2	2	v
A223_det_v_3	A223	determination	2	3	v
A223_det_v_4	A223	determination	2	4	v
A223_disa_p_1	A223	disappointment	37	1	p
A223_disa_p_2	A223	disappointment	37	2	p
A223_disa_p_3	A223	disappointment	37	3	p
A223_disa_p_4	A223	disappointment	37	4	p
A223_disa_v_1	A223	disappointment	37	1	v
A223_disa_v_2	A223	disappointment	37	2	v
A223_disa_v_3	A223	disappointment	37	3	v
A223_disa_v_4	A223	disappointment	37	4	v
A223_dou_p_1	A223	doubt	3	1	p
A223_dou_p_2	A223	doubt	3	2	p
A223_dou_p_3	A223	doubt	3	3	p
A223_dou_p_4	A223	doubt	3	4	p
A223_dou_v_1	A223	doubt	3	1	v
A223_dou_v_2	A223	doubt	3	2	v
A223_dou_v_3	A223	doubt	3	3	v
A223_dou_v_4	A223	doubt	3	4	v
A223_gra_p_1	A223	gratitude	7	1	p
A223_gra_p_2	A223	gratitude	7	2	p
A223_gra_p_3	A223	gratitude	7	3	p
A223_gra_p_4	A223	gratitude	7	4	p
A223_gra_v_1	A223	gratitude	7	1	v
A223_gra_v_2	A223	gratitude	7	2	v
A223_gra_v_3	A223	gratitude	7	3	v
A223_gra_v_4	A223	gratitude	7	4	v
A223_int_p_1	A223	interest_curiosity	29	1	p
A223_int_p_2	A223	interest_curiosity	29	2	p
A223_int_p_3	A223	interest_curiosity	29	3	p
A223_int_p_4	A223	interest_curiosity	29	4	p
A223_int_v_1	A223	interest_curiosity	29	1	v
A223_int_v_2	A223	interest_curiosity	29	2	v
A223_int_v_3	A223	interest_curiosity	29	3	v
A223_int_v_4	A223	interest_curiosity	29	4	v
A227_bor_p_1	A227	boredom	26	1	p
A227_bor_p_2	A227	boredom	26	2	p
A227_bor_p_3	A227	boredom	26	3	p
A227_bor_p_4	A227	boredom	26	4	p
A227_bor_v_1	A227	boredom	26	1	v
A227_bor_v_2	A227	boredom	26	2	v
A227_bor_v_3	A227	boredom	26	3	v
A227_bor_v_4	A227	boredom	26	4	v
A227_conc_p_1	A227	concentration	27	1	p
A227_conc_p_2	A227	concentration	27	2	p
A227_conc_p_3	A227	concentration	27	3	p
A227_conc_p_4	A227	concentration	27	4	p
A227_conc_v_1	A227	concentration	27	1	v
A227_conc_v_2	A227	concentration	27	2	v
A227_conc_v_3	A227	concentration	27	3	v
A227_conc_v_4	A227	concentration	27	4	v
A227_conf_p_1	A227	confusion	1	1	p
A227_conf_p_2	A227	confusion	1	2	p
A227_conf_p_3	A227	confusion	1	3	p
A227_conf_p_4	A227	confusion	1	4	p
A227_conf_v_1	A227	confusion	1	1	v
A227_conf_v_3	A227	confusion	1	3	v
A227_conf_v_4	A227	confusion	1	4	v
A227_det_p_1	A227	determination	2	1	p
A227_det_p_2	A227	determination	2	2	p
A227_det_p_3	A227	determination	2	3	p
A227_det_p_4	A227	determination	2	4	p
A227_det_v_1	A227	determination	2	1	v
A227_det_v_2	A227	determination	2	2	v
A227_det_v_3	A227	determination	2	3	v
A227_det_v_4	A227	determination	2	4	v
A227_disa_p_1	A227	disappointment	37	1	p
A227_disa_p_2	A227	disappointment	37	2	p
A227_disa_p_3	A227	disappointment	37	3	p
A227_disa_p_4	A227	disappointment	37	4	p
A227_disa_v_1	A227	disappointment	37	1	v
A227_disa_v_2	A227	disappointment	37	2	v
A227_disa_v_3	A227	disappointment	37	3	v
A227_disa_v_4	A227	disappointment	37	4	v
A227_dou_p_1	A227	doubt	3	1	p
A227_dou_p_2	A227	doubt	3	2	p
A227_dou_p_4	A227	doubt	3	4	p
A227_dou_v_1	A227	doubt	3	1	v
A227_dou_v_2	A227	doubt	3	2	v
A227_dou_v_3	A227	doubt	3	3	v
A227_dou_v_4	A227	doubt	3	4	v
A227_gra_p_1	A227	gratitude	7	1	p
A227_gra_p_2	A227	gratitude	7	2	p
A227_gra_p_3	A227	gratitude	7	3	p
A227_gra_p_4	A227	gratitude	7	4	p
A227_gra_v_1	A227	gratitude	7	1	v
A227_gra_v_2	A227	gratitude	7	2	v
A227_gra_v_3	A227	gratitude	7	3	v
A227_gra_v_4	A227	gratitude	7	4	v
A227_int_p_1	A227	interest_curiosity	29	1	p
A227_int_p_2	A227	interest_curiosity	29	2	p
A227_int_p_3	A227	interest_curiosity	29	3	p
A227_int_p_4	A227	interest_curiosity	29	4	p
A227_int_v_1	A227	interest_curiosity	29	1	v
A227_int_v_2	A227	interest_curiosity	29	2	v
A227_int_v_3	A227	interest_curiosity	29	3	v
A227_int_v_4	A227	interest_curiosity	29	4	v
A26_bor_p_1	A26	boredom	26	1	p
A26_bor_p_2	A26	boredom	26	2	p
A26_bor_p_3	A26	boredom	26	3	p
A26_bor_p_4	A26	boredom	26	4	p
A26_bor_v_1	A26	boredom	26	1	v
A26_bor_v_2	A26	boredom	26	2	v
A26_bor_v_3	A26	boredom	26	3	v
A26_bor_v_4	A26	boredom	26	4	v
A26_conc_p_1	A26	concentration	27	1	p
A26_conc_p_2	A26	concentration	27	2	p
A26_conc_p_3	A26	concentration	27	3	p
A26_conc_p_4	A26	concentration	27	4	p
A26_conc_v_1	A26	concentration	27	1	v
A26_conc_v_2	A26	concentration	27	2	v
A26_conc_v_3	A26	concentration	27	3	v
A26_conc_v_4	A26	concentration	27	4	v
A26_conf_p_1	A26	confusion	1	1	p
A26_conf_p_2	A26	confusion	1	2	p
A26_conf_p_3	A26	confusion	1	3	p
A26_conf_p_4	A26	confusion	1	4	p
A26_conf_v_1	A26	confusion	1	1	v
A26_conf_v_2	A26	confusion	1	2	v
A26_conf_v_3	A26	confusion	1	3	v
A26_conf_v_4	A26	confusion	1	4	v
A26_det_p_1	A26	determination	2	1	p
A26_det_p_2	A26	determination	2	2	p
A26_det_p_3	A26	determination	2	3	p
A26_det_p_4	A26	determination	2	4	p
A26_det_v_1	A26	determination	2	1	v
A26_det_v_2	A26	determination	2	2	v
A26_det_v_3	A26	determination	2	3	v
A26_det_v_4	A26	determination	2	4	v
A26_disa_p_1	A26	disappointment	37	1	p
A26_disa_p_2	A26	disappointment	37	2	p
A26_disa_p_3	A26	disappointment	37	3	p
A26_disa_p_4	A26	disappointment	37	4	p
A26_disa_v_1	A26	disappointment	37	1	v
A26_disa_v_2	A26	disappointment	37	2	v
A26_disa_v_3	A26	disappointment	37	3	v
A26_disa_v_4	A26	disappointment	37	4	v
A26_dou_p_1	A26	doubt	3	1	p
A26_dou_p_2	A26	doubt	3	2	p
A26_dou_p_3	A26	doubt	3	3	p
A26_dou_p_4	A26	doubt	3	4	p
A26_dou_v_1	A26	doubt	3	1	v
A26_dou_v_2	A26	doubt	3	2	v
A26_dou_v_3	A26	doubt	3	3	v
A26_dou_v_4	A26	doubt	3	4	v
A26_gra_p_1	A26	gratitude	7	1	p
A26_gra_p_2	A26	gratitude	7	2	p
A26_gra_p_3	A26	gratitude	7	3	p
A26_gra_p_4	A26	gratitude	7	4	p
A26_gra_v_1	A26	gratitude	7	1	v
A26_gra_v_2	A26	gratitude	7	2	v
A26_gra_v_3	A26	gratitude	7	3	v
A26_gra_v_4	A26	gratitude	7	4	v
A26_int_p_1	A26	interest_curiosity	29	1	p
A26_int_p_2	A26	interest_curiosity	29	2	p
A26_int_p_3	A26	interest_curiosity	29	3	p
A26_int_p_4	A26	interest_curiosity	29	4	p
A26_int_v_1	A26	interest_curiosity	29	1	v
A26_int_v_2	A26	interest_curiosity	29	2	v
A26_int_v_3	A26	interest_curiosity	29	3	v
A26_int_v_4	A26	interest_curiosity	29	4	v
A303_bor_p_1	A303	boredom	26	1	p
A303_bor_p_2	A303	boredom	26	2	p
A303_bor_p_3	A303	boredom	26	3	p
A303_bor_p_4	A303	boredom	26	4	p
A303_bor_v_1	A303	boredom	26	1	v
A303_bor_v_2	A303	boredom	26	2	v
A303_bor_v_3	A303	boredom	26	3	v
A303_bor_v_4	A303	boredom	26	4	v
A303_conc_p_1	A303	concentration	27	1	p
A303_conc_p_2	A303	concentration	27	2	p
A303_conc_p_3	A303	concentration	27	3	p
A303_conc_p_4	A303	concentration	27	4	p
A303_conc_v_1	A303	concentration	27	1	v
A303_conc_v_2	A303	concentration	27	2	v
A303_conc_v_3	A303	concentration	27	3	v
A303_conc_v_4	A303	concentration	27	4	v
A303_conf_p_1	A303	confusion	1	1	p
A303_conf_p_2	A303	confusion	1	2	p
A303_conf_p_4	A303	confusion	1	4	p
A303_conf_v_1	A303	confusion	1	1	v
A303_conf_v_2	A303	confusion	1	2	v
A303_conf_v_3	A303	confusion	1	3	v
A303_conf_v_4	A303	confusion	1	4	v
A303_det_p_1	A303	determination	2	1	p
A303_det_p_2	A303	determination	2	2	p
A303_det_p_3	A303	determination	2	3	p
A303_det_p_4	A303	determination	2	4	p
A303_det_v_1	A303	determination	2	1	v
A303_det_v_2	A303	determination	2	2	v
A303_det_v_3	A303	determination	2	3	v
A303_det_v_4	A303	determination	2	4	v
A303_disa_p_1	A303	disappointment	37	1	p
A303_disa_p_2	A303	disappointment	37	2	p
A303_disa_p_3	A303	disappointment	37	3	p
A303_disa_p_4	A303	disappointment	37	4	p
A303_disa_v_1	A303	disappointment	37	1	v
A303_disa_v_2	A303	disappointment	37	2	v
A303_disa_v_3	A303	disappointment	37	3	v
A303_disa_v_4	A303	disappointment	37	4	v
A303_dou_p_1	A303	doubt	3	1	p
A303_dou_p_2	A303	doubt	3	2	p
A303_dou_p_3	A303	doubt	3	3	p
A303_dou_p_4	A303	doubt	3	4	p
A303_dou_v_1	A303	doubt	3	1	v
A303_dou_v_2	A303	doubt	3	2	v
A303_dou_v_3	A303	doubt	3	3	v
A303_dou_v_4	A303	doubt	3	4	v
A303_gra_p_1	A303	gratitude	7	1	p
A303_gra_p_2	A303	gratitude	7	2	p
A303_gra_p_3	A303	gratitude	7	3	p
A303_gra_p_4	A303	gratitude	7	4	p
A303_gra_v_1	A303	gratitude	7	1	v
A303_gra_v_2	A303	gratitude	7	2	v
A303_gra_v_3	A303	gratitude	7	3	v
A303_gra_v_4	A303	gratitude	7	4	v
A303_int_p_1	A303	interest_curiosity	29	1	p
A303_int_p_2	A303	interest_curiosity	29	2	p
A303_int_p_3	A303	interest_curiosity	29	3	p
A303_int_p_4	A303	interest_curiosity	29	4	p
A303_int_v_1	A303	interest_curiosity	29	1	v
A303_int_v_2	A303	interest_curiosity	29	2	v
A303_int_v_4	A303	interest_curiosity	29	4	v
A307_bor_p_1	A307	boredom	26	1	p
A307_bor_p_2	A307	boredom	26	2	p
A307_bor_p_3	A307	boredom	26	3	p
A307_bor_p_4	A307	boredom	26	4	p
A307_bor_v_1	A307	boredom	26	1	v
A307_bor_v_2	A307	boredom	26	2	v
A307_bor_v_3	A307	boredom	26	3	v
A307_bor_v_4	A307	boredom	26	4	v
A307_conc_p_1	A307	concentration	27	1	p
A307_conc_p_2	A307	concentration	27	2	p
A307_conc_p_3	A307	concentration	27	3	p
A307_conc_p_4	A307	concentration	27	4	p
A307_conc_v_1	A307	concentration	27	1	v
A307_conc_v_2	A307	concentration	27	2	v
A307_conc_v_3	A307	concentration	27	3	v
A307_conc_v_4	A307	concentration	27	4	v
A307_conf_p_1	A307	confusion	1	1	p
A307_conf_p_2	A307	confusion	1	2	p
A307_conf_p_3	A307	confusion	1	3	p
A307_conf_p_4	A307	confusion	1	4	p
A307_conf_v_1	A307	confusion	1	1	v
A307_conf_v_2	A307	confusion	1	2	v
A307_conf_v_3	A307	confusion	1	3	v
A307_conf_v_4	A307	confusion	1	4	v
A307_det_p_1	A307	determination	2	1	p
A307_det_p_2	A307	determination	2	2	p
A307_det_p_3	A307	determination	2	3	p
A307_det_p_4	A307	determination	2	4	p
A307_det_v_1	A307	determination	2	1	v
A307_det_v_2	A307	determination	2	2	v
A307_det_v_3	A307	determination	2	3	v
A307_det_v_4	A307	determination	2	4	v
A307_disa_p_1	A307	disappointment	37	1	p
A307_disa_p_2	A307	disappointment	37	2	p
A307_disa_p_3	A307	disappointment	37	3	p
A307_disa_p_4	A307	disappointment	37	4	p
A307_disa_v_1	A307	disappointment	37	1	v
A307_disa_v_2	A307	disappointment	37	2	v
A307_disa_v_3	A307	disappointment	37	3	v
A307_disa_v_4	A307	disappointment	37	4	v
A307_dou_p_1	A307	doubt	3	1	p
A307_dou_p_2	A307	doubt	3	2	p
A307_dou_p_3	A307	doubt	3	3	p
A307_dou_p_4	A307	doubt	3	4	p
A307_dou_v_1	A307	doubt	3	1	v
A307_dou_v_2	A307	doubt	3	2	v
A307_dou_v_3	A307	doubt	3	3	v
A307_dou_v_4	A307	doubt	3	4	v
A307_gra_p_1	A307	gratitude	7	1	p
A307_gra_p_2	A307	gratitude	7	2	p
A307_gra_p_3	A307	gratitude	7	3	p
A307_gra_p_4	A307	gratitude	7	4	p
A307_gra_v_1	A307	gratitude	7	1	v
A307_gra_v_2	A307	gratitude	7	2	v
A307_gra_v_3	A307	gratitude	7	3	v
A307_gra_v_4	A307	gratitude	7	4	v
A307_int_p_1	A307	interest_curiosity	29	1	p
A307_int_p_2	A307	interest_curiosity	29	2	p
A307_int_p_3	A307	interest_curiosity	29	3	p
A307_int_p_4	A307	interest_curiosity	29	4	p
A307_int_v_1	A307	interest_curiosity	29	1	v
A307_int_v_2	A307	interest_curiosity	29	2	v
A307_int_v_3	A307	interest_curiosity	29	3	v
A307_int_v_4	A307	interest_curiosity	29	4	v
A323_bor_p_1	A323	boredom	26	1	p
A323_bor_p_2	A323	boredom	26	2	p
A323_bor_p_3	A323	boredom	26	3	p
A323_bor_p_4	A323	boredom	26	4	p
A323_bor_v_1	A323	boredom	26	1	v
A323_bor_v_2	A323	boredom	26	2	v
A323_bor_v_3	A323	boredom	26	3	v
A323_bor_v_4	A323	boredom	26	4	v
A323_conc_p_1	A323	concentration	27	1	p
A323_conc_p_2	A323	concentration	27	2	p
A323_conc_p_3	A323	concentration	27	3	p
A323_conc_p_4	A323	concentration	27	4	p
A323_conc_v_1	A323	concentration	27	1	v
A323_conc_v_2	A323	concentration	27	2	v
A323_conc_v_3	A323	concentration	27	3	v
A323_conc_v_4	A323	concentration	27	4	v
A323_conf_p_1	A323	confusion	1	1	p
A323_conf_p_2	A323	confusion	1	2	p
A323_conf_p_3	A323	confusion	1	3	p
A323_conf_p_4	A323	confusion	1	4	p
A323_conf_v_1	A323	confusion	1	1	v
A323_conf_v_2	A323	confusion	1	2	v
A323_conf_v_3	A323	confusion	1	3	v
A323_conf_v_4	A323	confusion	1	4	v
A323_det_p_1	A323	determination	2	1	p
A323_det_p_2	A323	determination	2	2	p
A323_det_p_3	A323	determination	2	3	p
A323_det_p_4	A323	determination	2	4	p
A323_det_v_1	A323	determination	2	1	v
A323_det_v_2	A323	determination	2	2	v
A323_det_v_3	A323	determination	2	3	v
A323_det_v_4	A323	determination	2	4	v
A323_disa_p_1	A323	disappointment	37	1	p
A323_disa_p_2	A323	disappointment	37	2	p
A323_disa_p_3	A323	disappointment	37	3	p
A323_disa_p_4	A323	disappointment	37	4	p
A323_disa_v_1	A323	disappointment	37	1	v
A323_disa_v_2	A323	disappointment	37	2	v
A323_disa_v_4	A323	disappointment	37	4	v
A323_dou_p_1	A323	doubt	3	1	p
A323_dou_p_2	A323	doubt	3	2	p
A323_dou_p_3	A323	doubt	3	3	p
A323_dou_p_4	A323	doubt	3	4	p
A323_dou_v_1	A323	doubt	3	1	v
A323_dou_v_2	A323	doubt	3	2	v
A323_dou_v_4	A323	doubt	3	4	v
A323_gra_p_1	A323	gratitude	7	1	p
A323_gra_p_2	A323	gratitude	7	2	p
A323_gra_p_3	A323	gratitude	7	3	p
A323_gra_p_4	A323	gratitude	7	4	p
A323_gra_v_1	A323	gratitude	7	1	v
A323_gra_v_2	A323	gratitude	7	2	v
A323_gra_v_3	A323	gratitude	7	3	v
A323_gra_v_4	A323	gratitude	7	4	v
A323_int_p_1	A323	interest_curiosity	29	1	p
A323_int_p_2	A323	interest_curiosity	29	2	p
A323_int_p_3	A323	interest_curiosity	29	3	p
A323_int_p_4	A323	interest_curiosity	29	4	p
A323_int_v_1	A323	interest_curiosity	29	1	v
A323_int_v_2	A323	interest_curiosity	29	2	v
A323_int_v_3	A323	interest_curiosity	29	3	v
A323_int_v_4	A323	interest_curiosity	29	4	v
A327_bor_p_1	A327	boredom	26	1	p
A327_bor_p_2	A327	boredom	26	2	p
A327_bor_p_3	A327	boredom	26	3	p
A327_bor_p_4	A327	boredom	26	4	p
A327_bor_v_1	A327	boredom	26	1	v
A327_bor_v_2	A327	boredom	26	2	v
A327_bor_v_3	A327	boredom	26	3	v
A327_bor_v_4	A327	boredom	26	4	v
A327_conc_p_1	A327	concentration	27	1	p
A327_conc_p_2	A327	concentration	27	2	p
A327_conc_p_3	A327	concentration	27	3	p
A327_conc_p_4	A327	concentration	27	4	p
A327_conc_v_1	A327	concentration	27	1	v
A327_conc_v_2	A327	concentration	27	2	v
A327_conc_v_3	A327	concentration	27	3	v
A327_conc_v_4	A327	concentration	27	4	v
A327_conf_p_1	A327	confusion	1	1	p
A327_conf_p_2	A327	confusion	1	2	p
A327_conf_p_3	A327	confusion	1	3	p
A327_conf_p_4	A327	confusion	1	4	p
A327_conf_v_1	A327	confusion	1	1	v
A327_conf_v_2	A327	confusion	1	2	v
A327_conf_v_3	A327	confusion	1	3	v
A327_conf_v_4	A327	confusion	1	4	v
A327_det_p_1	A327	determination	2	1	p
A327_det_p_2	A327	determination	2	2	p
A327_det_p_3	A327	determination	2	3	p
A327_det_p_4	A327	determination	2	4	p
A327_det_v_1	A327	determination	2	1	v
A327_det_v_2	A327	determination	2	2	v
A327_det_v_3	A327	determination	2	3	v
A327_det_v_4	A327	determination	2	4	v
A327_disa_p_1	A327	disappointment	37	1	p
A327_disa_p_2	A327	disappointment	37	2	p
A327_disa_p_3	A327	disappointment	37	3	p
A327_disa_p_4	A327	disappointment	37	4	p
A327_disa_v_1	A327	disappointment	37	1	v
A327_disa_v_2	A327	disappointment	37	2	v
A327_disa_v_3	A327	disappointment	37	3	v
A327_disa_v_4	A327	disappointment	37	4	v
A327_dou_p_1	A327	doubt	3	1	p
A327_dou_p_3	A327	doubt	3	3	p
A327_dou_p_4	A327	doubt	3	4	p
A327_dou_v_1	A327	doubt	3	1	v
A327_dou_v_2	A327	doubt	3	2	v
A327_dou_v_3	A327	doubt	3	3	v
A327_dou_v_4	A327	doubt	3	4	v
A327_gra_p_1	A327	gratitude	7	1	p
A327_gra_p_2	A327	gratitude	7	2	p
A327_gra_p_3	A327	gratitude	7	3	p
A327_gra_p_4	A327	gratitude	7	4	p
A327_gra_v_1	A327	gratitude	7	1	v
A327_gra_v_2	A327	gratitude	7	2	v
A327_gra_v_3	A327	gratitude	7	3	v
A327_gra_v_4	A327	gratitude	7	4	v
A327_int_p_1	A327	interest_curiosity	29	1	p
A327_int_p_2	A327	interest_curiosity	29	2	p
A327_int_p_3	A327	interest_curiosity	29	3	p
A327_int_p_4	A327	interest_curiosity	29	4	p
A327_int_v_1	A327	interest_curiosity	29	1	v
A327_int_v_2	A327	interest_curiosity	29	2	v
A327_int_v_3	A327	interest_curiosity	29	3	v
A327_int_v_4	A327	interest_curiosity	29	4	v
